,Player Name,Nation,Squad,Competition,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Position,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,Elo,market_value
2564,bryan rochez,hn HON,Portimonense,PRI,8,362,0.0,0.0,0.0,0.57,0.12,FW,27.0,2,0,5,1,3,14.0,66.7,0,0.75,2.98,0.0,0.0,12.3,65.0,60.0,33.3,4.0,2.0,1.0,0.0,3.0,4.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,1.99,7.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1473,550000.0
2568,ivo rodrigues,pt POR,Famalicão,PRI,10,735,0.12,0.49,0.61,0.07,0.21,FW,27.0,2,0,13,12,5,48.0,57.1,151,0.61,1.59,0.08,0.2,23.4,82.6,78.6,50.0,11.0,33.0,11.0,2.0,31.0,21.0,9.0,9.0,3.0,58.8,7.0,14.0,2.0,12.0,7.0,3.56,17.0,5.0,1.0,4.0,1.0,1.0,0.49,3.0,1.0,0.0,0.0,0.0,0.0,1476,1500000.0
2570,loreintz rosier,fr FRA,Estoril,PRI,12,1035,0.0,0.09,0.09,0.07,0.02,MF,24.0,4,0,25,24,5,58.0,50.0,67,0.17,0.96,0.0,0.0,15.2,80.8,86.0,73.7,4.0,35.0,4.0,1.0,31.0,34.0,16.0,18.0,0.0,53.6,13.0,11.0,2.0,9.0,25.0,1.3,11.0,0.0,0.0,2.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,1459,1000000.0
2571,abel ruiz,es ESP,Braga,PRI,13,536,0.34,0.34,0.67,0.42,0.22,FW,22.0,1,0,9,20,1,35.0,31.6,27,1.01,3.69,0.09,0.33,14.6,87.8,74.4,69.2,11.0,1.0,6.0,3.0,7.0,4.0,1.0,2.0,1.0,0.0,5.0,9.0,2.0,7.0,0.0,3.36,19.0,0.0,0.0,1.0,0.0,0.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,1673,7000000.0
2572,alan ruiz,ar ARG,Arouca,PRI,11,791,0.0,0.0,0.0,0.05,0.07,MF,29.0,1,0,10,10,6,51.0,37.5,15,0.34,1.48,0.0,0.0,26.9,81.8,78.4,66.1,12.0,31.0,4.0,1.0,32.0,16.0,3.0,12.0,1.0,52.6,9.0,7.0,1.0,6.0,8.0,2.38,17.0,2.0,1.0,0.0,1.0,0.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,1440,500000.0
2575,helder sa,pt POR,Vitória,PRI,6,485,0.0,0.0,0.0,0.01,0.03,DF,20.0,0,0,7,3,8,39.0,60.0,25,0.19,0.37,0.0,0.0,21.6,87.3,76.7,41.4,2.0,23.0,4.0,2.0,14.0,13.0,7.0,4.0,2.0,50.0,6.0,9.0,2.0,7.0,19.0,2.04,8.0,2.0,1.0,0.0,0.0,0.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,1547,700000.0
2576,josue sa,pt POR,Rio Ave,PRI,7,586,0.0,0.15,0.15,0.01,0.05,DF,30.0,0,0,0,0,0,3.0,25.0,0,0.15,0.15,0.0,0.0,15.5,94.5,93.5,64.3,5.0,41.0,0.0,0.0,26.0,11.0,9.0,1.0,1.0,20.0,4.0,6.0,5.0,1.0,27.0,1.38,9.0,0.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,1460,700000.0
2579,pierre sagna,sn SEN,Santa Clara,PRI,13,1023,0.0,0.0,0.0,0.01,0.1,DF,32.0,2,0,16,19,16,79.0,35.3,9,0.0,0.44,0.0,0.0,29.8,83.4,76.1,45.5,12.0,30.0,8.0,4.0,37.0,27.0,14.0,11.0,2.0,72.2,5.0,9.0,3.0,6.0,34.0,1.93,12.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494,250000.0
2582,samu,pt POR,Vizela,PRI,13,1085,0.0,0.0,0.0,0.16,0.05,MF,26.0,0,0,17,8,34,71.0,33.3,32,0.58,2.41,0.0,0.0,20.1,85.0,79.6,55.7,13.0,63.0,17.0,1.0,55.0,29.0,13.0,10.0,6.0,58.1,13.0,11.0,4.0,7.0,24.0,3.07,30.0,2.0,0.0,4.0,1.0,0.0,0.25,2.0,0.0,0.0,1.0,0.0,0.0,1427,900000.0
2586,nuno santos,pt POR,Sporting CP,PRI,10,727,0.5,0.25,0.74,0.15,0.22,DF,27.0,0,0,0,1,0,2.0,0.0,0,0.87,2.23,0.22,0.57,18.0,88.1,81.3,60.8,11.0,20.0,14.0,6.0,31.0,8.0,3.0,3.0,2.0,38.5,8.0,5.0,1.0,4.0,3.0,2.6,17.0,2.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,1747,10000000.0
2587,tiago santos,pt POR,Estoril,PRI,11,914,0.0,0.1,0.1,0.02,0.14,DF,20.0,4,0,10,2,21,106.0,61.7,0,0.0,0.3,0.0,0.0,19.8,89.7,77.7,57.5,10.0,24.0,5.0,4.0,18.0,33.0,21.0,11.0,1.0,72.4,8.0,7.0,1.0,6.0,23.0,1.77,13.0,2.0,1.0,0.0,2.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,1459,800000.0
2592,vincent sasso,fr FRA,Boavista,PRI,11,982,0.18,0.0,0.18,0.05,0.0,DF,31.0,0,0,3,5,1,10.0,35.7,1,0.18,0.46,0.4,1.0,15.2,92.5,92.6,64.9,0.0,13.0,0.0,0.0,23.0,17.0,14.0,3.0,0.0,71.4,4.0,7.0,5.0,2.0,41.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469,500000.0
2594,moustapha seck,sn SEN,Portimonense,PRI,12,1028,0.0,0.09,0.09,0.01,0.11,DF,26.0,0,0,0,0,1,33.0,100.0,0,0.18,0.26,0.0,0.0,21.2,83.6,66.7,42.7,13.0,28.0,13.0,11.0,30.0,27.0,14.0,10.0,3.0,81.8,4.0,12.0,3.0,9.0,25.0,2.27,18.0,5.0,1.0,0.0,1.0,1.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,1473,600000.0
2596,nuno sequeira,pt POR,Braga,PRI,12,985,0.09,0.09,0.18,0.01,0.12,DF,32.0,2,0,7,1,2,29.0,38.9,2,0.09,0.46,0.2,1.0,25.7,89.6,77.8,49.2,22.0,47.0,26.0,17.0,57.0,26.0,14.0,7.0,5.0,62.1,11.0,9.0,1.0,8.0,13.0,4.29,39.0,7.0,0.0,0.0,1.0,0.0,0.09,0.0,1.0,0.0,0.0,0.0,0.0,1673,2500000.0
2599,antonio silva,pt POR,Benfica,PRI,10,897,0.2,0.0,0.2,0.24,0.0,DF,19.0,2,0,7,1,1,31.0,30.0,0,0.4,1.0,0.2,0.5,7.7,95.0,96.7,73.2,1.0,52.0,1.0,0.0,34.0,20.0,14.0,6.0,0.0,76.2,5.0,7.0,5.0,2.0,31.0,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1856,15000000.0
2602,jota silva,pt POR,Vitória,PRI,12,483,0.19,0.37,0.56,0.12,0.13,FW,23.0,0,0,7,7,12,80.0,52.9,18,0.56,1.86,0.1,0.33,15.5,71.0,64.6,31.8,11.0,4.0,7.0,3.0,7.0,16.0,7.0,7.0,2.0,53.3,7.0,9.0,1.0,8.0,3.0,3.56,13.0,2.0,2.0,0.0,1.0,1.0,0.56,2.0,1.0,0.0,0.0,0.0,0.0,1547,750000.0
2604,rafa silva,pt POR,Benfica,PRI,12,992,0.54,0.18,0.73,0.55,0.2,MF,29.0,0,0,0,0,0,16.0,100.0,0,1.27,3.45,0.16,0.43,15.3,87.8,78.5,78.9,19.0,26.0,20.0,1.0,35.0,9.0,1.0,4.0,4.0,62.5,3.0,10.0,0.0,10.0,0.0,5.16,36.0,0.0,9.0,3.0,7.0,2.0,1.09,7.0,0.0,2.0,1.0,2.0,0.0,1856,23000000.0
2605,tiago silva,pt POR,Vitória,PRI,12,950,0.19,0.09,0.28,0.12,0.11,MF,29.0,1,0,0,1,0,14.0,100.0,0,0.09,0.95,0.1,1.0,29.5,88.8,81.0,55.6,14.0,46.0,8.0,0.0,45.0,27.0,11.0,12.0,4.0,50.0,15.0,9.0,3.0,6.0,8.0,2.65,17.0,9.0,0.0,1.0,0.0,1.0,0.19,1.0,1.0,0.0,0.0,0.0,0.0,1547,1500000.0
2606,david simao,pt POR,Arouca,PRI,11,872,0.0,0.31,0.31,0.01,0.06,MF,32.0,4,0,19,4,8,44.0,66.7,4,0.0,0.52,0.0,0.0,26.8,89.2,80.2,54.1,10.0,40.0,4.0,1.0,32.0,21.0,8.0,9.0,4.0,57.1,9.0,13.0,3.0,10.0,7.0,1.75,13.0,3.0,0.0,0.0,1.0,0.0,0.21,1.0,1.0,0.0,0.0,0.0,0.0,1440,250000.0
2610,lucas soares,br BRA,Casa Pia,PRI,13,1170,0.0,0.08,0.08,0.08,0.11,MF,24.0,0,0,0,1,0,2.0,0.0,0,0.31,0.92,0.0,0.0,17.4,88.1,80.3,35.7,14.0,18.0,5.0,2.0,16.0,27.0,14.0,11.0,2.0,50.0,13.0,14.0,0.0,14.0,21.0,1.46,16.0,2.0,1.0,0.0,0.0,0.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1467,600000.0
2612,ismaila soro,ci CIV,Arouca,PRI,12,616,0.0,0.0,0.0,0.0,0.0,MF,24.0,0,0,5,4,4,20.0,0.0,5,0.0,0.15,0.0,0.0,28.8,90.3,96.6,76.7,1.0,20.0,1.0,0.0,17.0,8.0,5.0,3.0,0.0,33.3,8.0,9.0,4.0,5.0,12.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440,500000.0
2619,morlaye sylla,gn GUI,Arouca,PRI,12,414,0.22,0.22,0.43,0.08,0.07,MF,24.0,0,0,4,2,11,54.0,50.0,20,0.43,2.17,0.1,0.5,28.7,86.2,82.3,63.3,3.0,28.0,1.0,0.0,18.0,8.0,2.0,3.0,3.0,40.0,6.0,5.0,1.0,4.0,3.0,2.17,8.0,1.0,0.0,0.0,0.0,1.0,0.43,1.0,1.0,0.0,0.0,0.0,0.0,1440,300000.0
2620,kyosuke tagawa,jp JPN,Santa Clara,PRI,13,645,0.14,0.14,0.28,0.11,0.13,FW,23.0,0,0,3,1,1,15.0,100.0,0,0.42,0.98,0.14,0.33,16.0,62.2,60.0,50.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.11,3.0,0.0,2.0,1.0,2.0,0.0,0.14,0.0,0.0,0.0,1.0,0.0,0.0,1494,800000.0
2621,afonso taira,pt POR,Casa Pia,PRI,12,841,0.0,0.11,0.11,0.02,0.05,MF,30.0,0,0,4,6,2,28.0,55.6,7,0.0,0.64,0.0,0.0,26.7,81.5,80.6,52.7,10.0,45.0,3.0,0.0,47.0,44.0,20.0,22.0,2.0,48.6,18.0,19.0,1.0,18.0,13.0,2.45,19.0,0.0,0.0,1.0,2.0,1.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,1467,600000.0
2622,mehdi taremi,ir IRN,Porto,PRI,13,1086,0.5,0.41,0.91,0.41,0.31,FW,30.0,3,1,25,16,11,42.0,54.3,2,1.24,2.98,0.14,0.33,17.0,80.3,71.6,60.0,21.0,23.0,15.0,0.0,33.0,7.0,1.0,3.0,3.0,60.0,2.0,7.0,0.0,7.0,11.0,3.64,33.0,0.0,4.0,4.0,2.0,1.0,0.83,7.0,0.0,2.0,0.0,0.0,1.0,1841,20000000.0
2626,joao teixeira,pt POR,Chaves,PRI,12,1014,0.09,0.27,0.36,0.19,0.18,MF,28.0,1,0,10,6,6,37.0,42.6,7,0.71,2.75,0.03,0.13,25.4,87.3,77.7,69.2,29.0,51.0,14.0,5.0,56.0,22.0,8.0,10.0,4.0,25.8,23.0,10.0,0.0,10.0,6.0,5.06,38.0,17.0,0.0,1.0,1.0,0.0,0.36,1.0,3.0,0.0,0.0,0.0,0.0,1469,750000.0
2628,nigel thomas,nl NED,Paços,PRI,13,756,0.12,0.0,0.12,0.12,0.09,FW,21.0,1,0,12,8,26,85.0,63.5,4,1.19,1.9,0.06,0.1,21.3,81.3,63.0,18.9,6.0,4.0,4.0,4.0,6.0,7.0,3.0,3.0,1.0,20.0,4.0,5.0,0.0,5.0,4.0,2.39,10.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383,500000.0
2629,pedro tiba,pt POR,Gil Vicente FC,PRI,11,482,0.0,0.0,0.0,0.13,0.21,MF,34.0,1,0,2,2,1,11.0,36.4,6,0.56,2.24,0.0,0.0,21.7,86.7,87.6,56.4,8.0,14.0,8.0,1.0,17.0,7.0,1.0,3.0,3.0,37.5,5.0,7.0,3.0,4.0,7.0,3.94,14.0,0.0,3.0,1.0,1.0,2.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,1471,300000.0
2630,bastien toma,ch SUI,Paços,PRI,8,375,0.0,0.0,0.0,0.11,0.1,MF,23.0,5,0,10,19,1,16.0,47.1,7,0.24,2.4,0.0,0.0,25.2,92.2,90.6,57.9,4.0,17.0,5.0,0.0,18.0,5.0,0.0,2.0,3.0,20.0,4.0,3.0,0.0,3.0,0.0,3.6,11.0,1.0,0.0,2.0,1.0,0.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,1383,1600000.0
2633,francisco trincao,pt POR,Sporting CP,PRI,13,923,0.29,0.1,0.39,0.36,0.19,MF,22.0,1,0,4,3,0,6.0,55.0,1,0.88,2.73,0.11,0.33,17.0,86.6,79.3,61.3,24.0,40.0,13.0,0.0,34.0,19.0,3.0,12.0,4.0,50.0,9.0,7.0,0.0,7.0,1.0,4.1,35.0,1.0,2.0,2.0,2.0,0.0,0.29,2.0,0.0,1.0,0.0,0.0,0.0,1747,20000000.0
2637,mateus uribe,co COL,Porto,PRI,13,1070,0.08,0.0,0.08,0.15,0.08,MF,31.0,1,0,7,12,8,30.0,50.0,11,0.0,0.84,0.0,0.0,19.4,89.9,86.8,72.0,12.0,83.0,13.0,1.0,90.0,39.0,18.0,18.0,3.0,54.3,16.0,16.0,1.0,15.0,17.0,2.69,26.0,3.0,0.0,2.0,0.0,1.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,1841,12000000.0
2639,fernando varela,cv CPV,Casa Pia,PRI,9,531,0.0,0.0,0.0,0.05,0.0,DF,35.0,0,0,0,0,0,0.0,50.0,0,0.0,0.51,0.0,0.0,8.6,93.8,90.4,53.3,0.0,23.0,0.0,0.0,12.0,12.0,7.0,5.0,0.0,80.0,2.0,7.0,5.0,2.0,19.0,0.34,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467,300000.0
2641,danilo veiga,pt POR,Gil Vicente FC,PRI,9,681,0.0,0.0,0.0,0.02,0.06,DF,20.0,0,0,5,1,1,17.0,25.0,29,0.0,0.26,0.0,0.0,12.5,86.2,83.3,65.3,4.0,16.0,6.0,4.0,17.0,24.0,12.0,10.0,2.0,84.6,2.0,5.0,1.0,4.0,20.0,2.39,14.0,0.0,0.0,0.0,3.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,1.0,1471,1500000.0
2644,andre vidigal,pt POR,Marítimo,PRI,12,1029,0.17,0.0,0.17,0.25,0.04,FW,24.0,2,0,10,18,2,20.0,34.8,8,0.35,2.27,0.08,0.5,19.7,81.7,69.4,45.9,9.0,13.0,12.0,4.0,23.0,18.0,8.0,2.0,8.0,64.3,5.0,9.0,0.0,9.0,3.0,2.1,18.0,0.0,1.0,1.0,2.0,2.0,0.35,3.0,0.0,0.0,0.0,1.0,0.0,1423,600000.0
2646,mikel villanueva,ve VEN,Vitória,PRI,11,945,0.0,0.0,0.0,0.01,0.03,DF,29.0,0,0,1,11,7,79.0,36.7,5,0.0,0.1,0.0,0.0,9.2,86.4,88.7,70.8,2.0,19.0,0.0,0.0,15.0,8.0,5.0,2.0,1.0,100.0,0.0,10.0,7.0,3.0,42.0,0.48,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547,1500000.0
2647,kevin villodres,es ESP,Gil Vicente FC,PRI,10,436,0.0,0.0,0.0,0.14,0.12,FW,21.0,1,0,7,2,7,33.0,60.0,20,0.83,3.3,0.0,0.0,21.7,79.5,64.4,35.7,11.0,9.0,7.0,4.0,8.0,14.0,4.0,7.0,3.0,52.9,8.0,3.0,1.0,2.0,2.0,4.74,8.0,5.0,3.0,3.0,4.0,0.0,0.21,0.0,1.0,0.0,0.0,0.0,0.0,1471,1000000.0
2651,paulo vitor,br BRA,Rio Ave,PRI,10,554,0.0,0.16,0.16,0.08,0.07,DF,23.0,2,0,2,5,4,31.0,40.0,1,0.16,2.6,0.0,0.0,27.7,91.5,72.7,57.1,5.0,4.0,7.0,4.0,8.0,11.0,8.0,3.0,0.0,46.2,7.0,9.0,1.0,8.0,12.0,2.28,8.0,0.0,1.0,2.0,3.0,0.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,1460,300000.0
2656,wendell,br BRA,Porto,PRI,8,541,0.0,0.0,0.0,0.05,0.04,DF,29.0,3,0,14,18,21,82.0,66.7,5,0.0,0.83,0.0,0.0,19.3,93.9,87.7,41.7,3.0,11.0,1.0,1.0,8.0,16.0,8.0,7.0,1.0,58.3,5.0,5.0,0.0,5.0,6.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841,5000000.0
2658,bruno wilson,pt POR,Vizela,PRI,9,759,0.0,0.0,0.0,0.1,0.01,DF,25.0,1,0,5,3,1,13.0,66.7,2,0.24,0.95,0.0,0.0,7.1,86.8,88.7,42.7,2.0,14.0,0.0,0.0,11.0,5.0,1.0,4.0,0.0,100.0,0.0,14.0,11.0,3.0,53.0,0.95,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427,900000.0
2659,claudio winck,br BRA,Marítimo,PRI,13,1134,0.08,0.08,0.16,0.08,0.04,DF,28.0,2,0,0,1,0,23.0,50.0,0,0.16,1.03,0.08,0.5,22.9,81.3,65.9,34.2,11.0,42.0,8.0,1.0,38.0,32.0,15.0,12.0,5.0,54.8,14.0,11.0,4.0,7.0,23.0,2.14,17.0,3.0,0.0,1.0,5.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,1423,700000.0
2660,xadas,pt POR,Marítimo,PRI,12,766,0.23,0.35,0.59,0.21,0.37,FW,25.0,5,0,35,23,17,89.0,65.8,78,1.17,3.29,0.07,0.2,29.3,84.7,76.8,36.0,23.0,23.0,9.0,3.0,19.0,7.0,4.0,2.0,1.0,21.4,11.0,8.0,1.0,7.0,2.0,4.32,17.0,12.0,2.0,5.0,0.0,1.0,0.35,1.0,2.0,0.0,0.0,0.0,0.0,1423,1500000.0
2664,zaydou youssouf,fr FRA,Famalicão,PRI,13,795,0.23,0.0,0.23,0.08,0.02,MF,23.0,1,0,5,1,4,7.0,75.0,0,0.34,1.02,0.22,0.67,21.0,84.4,84.0,58.1,3.0,22.0,5.0,0.0,19.0,35.0,15.0,17.0,3.0,60.0,8.0,11.0,1.0,10.0,10.0,1.69,13.0,0.0,2.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.0,1476,3000000.0
2666,kevin zohi,ml MLI,Vizela,PRI,13,616,0.29,0.29,0.58,0.24,0.14,FW,25.0,4,0,11,12,18,127.0,58.3,85,0.73,2.34,0.13,0.4,18.3,72.6,71.1,50.0,10.0,6.0,5.0,1.0,10.0,13.0,4.0,5.0,4.0,70.0,3.0,8.0,0.0,8.0,6.0,2.77,10.0,0.0,4.0,4.0,1.0,0.0,0.29,1.0,0.0,0.0,1.0,0.0,0.0,1427,800000.0
2667,nermin zolotic,ba BIH,Casa Pia,PRI,10,710,0.0,0.0,0.0,0.01,0.02,DF,29.0,1,0,14,8,0,17.0,38.1,2,0.13,0.38,0.0,0.0,14.1,91.7,88.4,39.6,4.0,20.0,5.0,2.0,32.0,14.0,7.0,7.0,0.0,64.7,6.0,16.0,4.0,12.0,36.0,0.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467,500000.0
2668,dirk abels,nl NED,Sparta R'dam,ER,10,473,0.19,0.0,0.19,0.02,0.09,DF,25.0,0,0,8,18,25,83.0,75.3,9,0.19,0.76,0.25,1.0,26.4,89.5,81.3,49.2,8.0,18.0,6.0,2.0,12.0,13.0,8.0,4.0,1.0,69.2,4.0,5.0,3.0,2.0,19.0,3.43,12.0,5.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0,1519,450000.0
2670,bobby adekanye,nl NED,Go Ahead Eag,ER,13,794,0.34,0.34,0.68,0.17,0.12,FW,23.0,3,0,17,13,18,88.0,73.3,0,0.79,2.15,0.16,0.43,18.0,78.9,70.8,35.3,9.0,13.0,5.0,0.0,17.0,12.0,5.0,7.0,0.0,28.6,5.0,8.0,2.0,6.0,3.0,2.72,16.0,0.0,2.0,5.0,1.0,0.0,0.57,5.0,0.0,0.0,0.0,0.0,0.0,1416,600000.0
2674,joost van aken,nl NED,Heerenveen,ER,9,640,0.0,0.0,0.0,0.07,0.0,DF,28.0,0,0,0,2,1,2.0,50.0,0,0.14,0.56,0.0,0.0,15.7,90.9,90.9,48.7,1.0,17.0,0.0,0.0,14.0,7.0,6.0,1.0,0.0,70.0,3.0,6.0,5.0,1.0,33.0,0.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508,750000.0
2676,edson alvarez,mx MEX,Ajax,ER,12,897,0.0,0.2,0.2,0.12,0.17,MF,25.0,0,0,0,2,0,23.0,100.0,0,0.6,2.01,0.0,0.0,15.8,88.1,92.1,76.4,13.0,71.0,13.0,0.0,59.0,26.0,15.0,10.0,1.0,61.5,10.0,9.0,2.0,7.0,30.0,1.91,17.0,0.0,0.0,1.0,1.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,1808,35000000.0
2677,jamal amofa,nl NED,Go Ahead Eag,ER,13,1029,0.0,0.09,0.09,0.02,0.02,DF,24.0,3,1,5,3,5,24.0,66.7,11,0.0,0.17,0.0,0.0,9.9,89.1,90.7,64.5,5.0,28.0,5.0,1.0,26.0,21.0,14.0,6.0,1.0,61.5,5.0,16.0,9.0,7.0,38.0,1.14,11.0,1.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,1416,550000.0
2679,vurnon anita,cw CUW,RKC Waalwijk,ER,14,1002,0.09,0.18,0.27,0.02,0.1,MF,33.0,2,0,2,4,1,5.0,0.0,9,0.09,0.45,0.2,1.0,21.4,83.9,85.1,74.6,8.0,52.0,13.0,0.0,58.0,9.0,2.0,7.0,0.0,33.3,4.0,7.0,1.0,6.0,4.0,1.71,19.0,0.0,0.0,0.0,0.0,0.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0,1454,350000.0
2682,miguel araujo,pe PER,Emmen,ER,13,1140,0.0,0.0,0.0,0.11,0.01,DF,28.0,1,0,10,7,3,58.0,35.0,20,0.08,0.79,0.0,0.0,13.1,89.7,87.8,52.1,2.0,42.0,1.0,0.0,35.0,20.0,14.0,6.0,0.0,75.0,2.0,14.0,10.0,4.0,54.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,750000.0
2683,carlens arcus,ht HAI,Vitesse,ER,14,1251,0.0,0.07,0.07,0.03,0.06,DF,26.0,1,0,5,1,1,8.0,52.9,0,0.29,0.79,0.0,0.0,24.5,89.1,85.2,51.0,17.0,52.0,14.0,8.0,49.0,24.0,11.0,9.0,4.0,51.9,13.0,5.0,1.0,4.0,28.0,2.37,30.0,1.0,0.0,0.0,2.0,0.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,1473,1800000.0
2685,adil auassar,nl NED,Sparta R'dam,ER,13,1051,0.0,0.0,0.0,0.01,0.0,DF,36.0,0,0,0,0,0,11.0,100.0,0,0.0,0.17,0.0,0.0,12.3,93.7,91.7,65.0,1.0,42.0,2.0,0.0,40.0,19.0,14.0,5.0,0.0,56.3,7.0,15.0,13.0,2.0,65.0,0.17,2.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,1519,200000.0
2690,yassin ayoub,nl NED,Excelsior,ER,11,647,0.0,0.0,0.0,0.04,0.09,MF,28.0,0,0,0,0,0,1.0,0.0,2,0.14,0.83,0.0,0.0,24.6,89.5,81.2,65.9,7.0,40.0,6.0,0.0,28.0,26.0,7.0,19.0,0.0,53.3,7.0,5.0,1.0,4.0,8.0,2.78,11.0,7.0,0.0,1.0,1.0,0.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1376,400000.0
2691,marouan azarkan,nl NED,Excelsior,ER,11,644,0.28,0.56,0.84,0.19,0.19,FW,21.0,0,0,0,0,0,3.0,100.0,0,0.42,1.4,0.2,0.67,13.7,75.2,74.1,48.6,12.0,12.0,18.0,5.0,22.0,9.0,4.0,3.0,2.0,33.3,6.0,14.0,0.0,14.0,9.0,3.08,15.0,4.0,1.0,0.0,2.0,0.0,0.7,4.0,1.0,0.0,0.0,0.0,0.0,1376,1500000.0
2692,julian baas,nl NED,Excelsior,ER,14,1156,0.16,0.23,0.39,0.12,0.08,MF,20.0,0,0,0,2,0,5.0,30.8,0,0.31,1.01,0.15,0.5,19.1,83.9,80.4,57.8,10.0,33.0,4.0,0.0,33.0,20.0,14.0,5.0,1.0,28.1,23.0,17.0,7.0,10.0,28.0,1.95,12.0,12.0,0.0,0.0,1.0,0.0,0.23,0.0,3.0,0.0,0.0,0.0,0.0,1376,600000.0
2694,nikolai baden frederiksen,dk DEN,Vitesse,ER,10,482,0.37,0.0,0.37,0.35,0.01,FW,22.0,0,0,5,10,1,27.0,0.0,8,1.49,4.29,0.09,0.25,23.6,79.5,65.5,60.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,2.0,1.0,60.0,2.0,7.0,2.0,5.0,3.0,1.87,3.0,0.0,0.0,4.0,3.0,0.0,0.37,1.0,0.0,0.0,0.0,1.0,0.0,1473,2500000.0
